mese;Regioni di residenza;Strutture;Valori
Dicembre;CAMPANIA;Residenze turisticoalberghiere;357
Gennaio;PUGLIA;Residenze turisticoalberghiere;240
Febbraio;PUGLIA;Residenze turisticoalberghiere;327
Marzo;PUGLIA;Residenze turisticoalberghiere;379
Aprile;PUGLIA;Residenze turisticoalberghiere;363
Maggio;PUGLIA;Residenze turisticoalberghiere;390
Giugno;PUGLIA;Residenze turisticoalberghiere;317
Luglio;PUGLIA;Residenze turisticoalberghiere;300
Agosto;PUGLIA;Residenze turisticoalberghiere;189
Settembre;PUGLIA;Residenze turisticoalberghiere;386
Ottobre;PUGLIA;Residenze turisticoalberghiere;489
Novembre;PUGLIA;Residenze turisticoalberghiere;392
Dicembre;PUGLIA;Residenze turisticoalberghiere;289
Gennaio;BASILICATA;Residenze turisticoalberghiere;48
Febbraio;BASILICATA;Residenze turisticoalberghiere;46
Marzo;BASILICATA;Residenze turisticoalberghiere;30
Aprile;BASILICATA;Residenze turisticoalberghiere;38
Maggio;BASILICATA;Residenze turisticoalberghiere;45
Giugno;BASILICATA;Residenze turisticoalberghiere;31
Luglio;BASILICATA;Residenze turisticoalberghiere;20
Agosto;BASILICATA;Residenze turisticoalberghiere;28
Settembre;BASILICATA;Residenze turisticoalberghiere;44
Ottobre;BASILICATA;Residenze turisticoalberghiere;48
Novembre;BASILICATA;Residenze turisticoalberghiere;73
Dicembre;BASILICATA;Residenze turisticoalberghiere;56
Gennaio;CALABRIA;Residenze turisticoalberghiere;116
Febbraio;CALABRIA;Residenze turisticoalberghiere;195
Marzo;CALABRIA;Residenze turisticoalberghiere;215
Aprile;CALABRIA;Residenze turisticoalberghiere;170
Maggio;CALABRIA;Residenze turisticoalberghiere;204
Giugno;CALABRIA;Residenze turisticoalberghiere;171
Luglio;CALABRIA;Residenze turisticoalberghiere;177
Agosto;CALABRIA;Residenze turisticoalberghiere;122
Settembre;CALABRIA;Residenze turisticoalberghiere;190
Ottobre;CALABRIA;Residenze turisticoalberghiere;216
Novembre;CALABRIA;Residenze turisticoalberghiere;156
Dicembre;CALABRIA;Residenze turisticoalberghiere;122
Gennaio;SICILIA;Residenze turisticoalberghiere;278
Febbraio;SICILIA;Residenze turisticoalberghiere;340
Marzo;SICILIA;Residenze turisticoalberghiere;356
Aprile;SICILIA;Residenze turisticoalberghiere;321
Maggio;SICILIA;Residenze turisticoalberghiere;391
Giugno;SICILIA;Residenze turisticoalberghiere;346
Luglio;SICILIA;Residenze turisticoalberghiere;296
Agosto;SICILIA;Residenze turisticoalberghiere;186
Settembre;SICILIA;Residenze turisticoalberghiere;378
Ottobre;SICILIA;Residenze turisticoalberghiere;358
Novembre;SICILIA;Residenze turisticoalberghiere;400
Dicembre;SICILIA;Residenze turisticoalberghiere;288
Gennaio;SARDEGNA;Residenze turisticoalberghiere;169
Febbraio;SARDEGNA;Residenze turisticoalberghiere;196
Marzo;SARDEGNA;Residenze turisticoalberghiere;179
Aprile;SARDEGNA;Residenze turisticoalberghiere;161
Maggio;SARDEGNA;Residenze turisticoalberghiere;187
Giugno;SARDEGNA;Residenze turisticoalberghiere;153
Luglio;SARDEGNA;Residenze turisticoalberghiere;109
Agosto;SARDEGNA;Residenze turisticoalberghiere;89
Settembre;SARDEGNA;Residenze turisticoalberghiere;235
Ottobre;SARDEGNA;Residenze turisticoalberghiere;195
Novembre;SARDEGNA;Residenze turisticoalberghiere;182
Dicembre;SARDEGNA;Residenze turisticoalberghiere;186
Gennaio;BOLZANO;Residenze turisticoalberghiere;14
Febbraio;BOLZANO;Residenze turisticoalberghiere;19
Marzo;BOLZANO;Residenze turisticoalberghiere;17
Aprile;BOLZANO;Residenze turisticoalberghiere;21
Maggio;BOLZANO;Residenze turisticoalberghiere;20
Giugno;BOLZANO;Residenze turisticoalberghiere;11
Luglio;BOLZANO;Residenze turisticoalberghiere;6
Agosto;BOLZANO;Residenze turisticoalberghiere;7
Settembre;BOLZANO;Residenze turisticoalberghiere;31
Ottobre;BOLZANO;Residenze turisticoalberghiere;10
Novembre;BOLZANO;Residenze turisticoalberghiere;10
Dicembre;BOLZANO;Residenze turisticoalberghiere;14
Gennaio;TRENTO;Residenze turisticoalberghiere;31
Febbraio;TRENTO;Residenze turisticoalberghiere;19
Marzo;TRENTO;Residenze turisticoalberghiere;36
Aprile;TRENTO;Residenze turisticoalberghiere;36
Maggio;TRENTO;Residenze turisticoalberghiere;26
Giugno;TRENTO;Residenze turisticoalberghiere;36
Luglio;TRENTO;Residenze turisticoalberghiere;15
Agosto;TRENTO;Residenze turisticoalberghiere;12
Settembre;TRENTO;Residenze turisticoalberghiere;26
Ottobre;TRENTO;Residenze turisticoalberghiere;25
Novembre;TRENTO;Residenze turisticoalberghiere;27
Dicembre;TRENTO;Residenze turisticoalberghiere;38
Gennaio;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;48
Febbraio;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;10
Marzo;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;95
Aprile;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;79
Maggio;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;35
Giugno;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;116
Luglio;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;84
Agosto;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;48
Settembre;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;62
Ottobre;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;46
Novembre;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;32
Dicembre;PIEMONTE;Campeggi e areeattrezzate per camper eroulotte;63
Gennaio;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte; -   
Febbraio;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;11
Marzo;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;10
Aprile;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;3
Maggio;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;17
Giugno;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;10
Luglio;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;34
Agosto;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;26
Settembre;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;36
Ottobre;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;19
Novembre;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;20
Dicembre;VALLE D'AOSTA;Campeggi e areeattrezzate per camper eroulotte;8
Gennaio;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;1
Febbraio;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;7
Marzo;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;27
Aprile;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;19
Maggio;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;19
Giugno;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;37
Luglio;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;45
Agosto;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;64
Settembre;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;40
Ottobre;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;29
Novembre;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;20
Dicembre;LOMBARDIA;Campeggi e areeattrezzate per camper eroulotte;31
Gennaio;VENETO;Campeggi e areeattrezzate per camper eroulotte;10
Febbraio;VENETO;Campeggi e areeattrezzate per camper eroulotte;13
Marzo;VENETO;Campeggi e areeattrezzate per camper eroulotte;42
Aprile;VENETO;Campeggi e areeattrezzate per camper eroulotte;52
Maggio;VENETO;Campeggi e areeattrezzate per camper eroulotte;45
Giugno;VENETO;Campeggi e areeattrezzate per camper eroulotte;114
Luglio;VENETO;Campeggi e areeattrezzate per camper eroulotte;38
Agosto;VENETO;Campeggi e areeattrezzate per camper eroulotte;11
Settembre;VENETO;Campeggi e areeattrezzate per camper eroulotte;16
Ottobre;VENETO;Campeggi e areeattrezzate per camper eroulotte;32
Novembre;VENETO;Campeggi e areeattrezzate per camper eroulotte;19
Dicembre;VENETO;Campeggi e areeattrezzate per camper eroulotte;76
Gennaio;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;10
Febbraio;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;3
Marzo;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;8
Aprile;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;11
Maggio;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;13
Giugno;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;34
Luglio;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;28
Agosto;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;5
Settembre;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;6
Ottobre;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;6
Novembre;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;23
Dicembre;FRIULI VENEZIA GIULIA;Campeggi e areeattrezzate per camper eroulotte;14
Gennaio;LIGURIA;Campeggi e areeattrezzate per camper eroulotte; -   
Febbraio;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;9
Marzo;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;11
Aprile;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;8
Maggio;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;11
Giugno;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;23
Luglio;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;17
Agosto;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;14
Settembre;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;9
Ottobre;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;17
Novembre;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;14
Dicembre;LIGURIA;Campeggi e areeattrezzate per camper eroulotte;6
Gennaio;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;12
Febbraio;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;9
Marzo;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;15
Aprile;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;34
Maggio;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;42
Giugno;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;70
Luglio;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;42
Agosto;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;17
Settembre;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;40
Ottobre;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;30
Novembre;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;21
Dicembre;EMILIA ROMAGNA;Campeggi e areeattrezzate per camper eroulotte;29
Gennaio;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;16
Febbraio;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;10
Marzo;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;22
Aprile;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;20
Maggio;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;19
Giugno;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;83
Luglio;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;65
Agosto;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;15
Settembre;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;41
Ottobre;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;42
Novembre;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;9
Dicembre;TOSCANA;Campeggi e areeattrezzate per camper eroulotte;38
Gennaio;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;1
Febbraio;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;5
Marzo;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;13
Aprile;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;14
Maggio;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;16
Giugno;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;30
Luglio;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;18
Agosto;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;13
Settembre;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;9
Ottobre;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;14
Novembre;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;8
Dicembre;UMBRIA;Campeggi e areeattrezzate per camper eroulotte;16
Gennaio;MARCHE;Campeggi e areeattrezzate per camper eroulotte;4
Febbraio;MARCHE;Campeggi e areeattrezzate per camper eroulotte;33
Marzo;MARCHE;Campeggi e areeattrezzate per camper eroulotte;13
Aprile;MARCHE;Campeggi e areeattrezzate per camper eroulotte;9
Maggio;MARCHE;Campeggi e areeattrezzate per camper eroulotte;12
Giugno;MARCHE;Campeggi e areeattrezzate per camper eroulotte;11
Luglio;MARCHE;Campeggi e areeattrezzate per camper eroulotte;22
Agosto;MARCHE;Campeggi e areeattrezzate per camper eroulotte;6
Settembre;MARCHE;Campeggi e areeattrezzate per camper eroulotte;16
Ottobre;MARCHE;Campeggi e areeattrezzate per camper eroulotte;26
Novembre;MARCHE;Campeggi e areeattrezzate per camper eroulotte;4
Dicembre;MARCHE;Campeggi e areeattrezzate per camper eroulotte;4
Gennaio;LAZIO;Campeggi e areeattrezzate per camper eroulotte;4
Febbraio;LAZIO;Campeggi e areeattrezzate per camper eroulotte;8
Marzo;LAZIO;Campeggi e areeattrezzate per camper eroulotte;20
Aprile;LAZIO;Campeggi e areeattrezzate per camper eroulotte;13
Maggio;LAZIO;Campeggi e areeattrezzate per camper eroulotte;10
Giugno;LAZIO;Campeggi e areeattrezzate per camper eroulotte;4
Luglio;LAZIO;Campeggi e areeattrezzate per camper eroulotte;52
Agosto;LAZIO;Campeggi e areeattrezzate per camper eroulotte;32
Settembre;LAZIO;Campeggi e areeattrezzate per camper eroulotte;26
Ottobre;LAZIO;Campeggi e areeattrezzate per camper eroulotte;24
Novembre;LAZIO;Campeggi e areeattrezzate per camper eroulotte;14
Dicembre;LAZIO;Campeggi e areeattrezzate per camper eroulotte;22
Gennaio;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;1
Febbraio;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;6
Marzo;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;6
Aprile;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;4
Maggio;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;5
Giugno;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;12
Luglio;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;7
Agosto;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte; -   
Settembre;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;9
Ottobre;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;4
Novembre;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;19
Dicembre;ABRUZZO;Campeggi e areeattrezzate per camper eroulotte;4
Gennaio;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Febbraio;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Marzo;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Aprile;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Maggio;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Giugno;MOLISE;Campeggi e areeattrezzate per camper eroulotte;1
Luglio;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Agosto;MOLISE;Campeggi e areeattrezzate per camper eroulotte; -   
Settembre;MOLISE;Campeggi e areeattrezzate per camper eroulotte;1
Ottobre;MOLISE;Campeggi e areeattrezzate per camper eroulotte;5
Novembre;MOLISE;Campeggi e areeattrezzate per camper eroulotte;1
Dicembre;MOLISE;Campeggi e areeattrezzate per camper eroulotte;5
Gennaio;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;10
Febbraio;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;1
Marzo;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;22
Aprile;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;20
Maggio;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;17
Giugno;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;42
Luglio;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;72
Agosto;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;20
Settembre;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;59
Ottobre;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;30
Novembre;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;26
Dicembre;CAMPANIA;Campeggi e areeattrezzate per camper eroulotte;26
Gennaio;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;11
Febbraio;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;2
Marzo;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;5
Aprile;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;7
Maggio;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;17
Giugno;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;7
Luglio;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;17
Agosto;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;10
Settembre;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;19
Ottobre;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;10
Novembre;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;19
Dicembre;PUGLIA;Campeggi e areeattrezzate per camper eroulotte;6
Gennaio;BASILICATA;Campeggi e areeattrezzate per camper eroulotte; -   
Febbraio;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;3
Marzo;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;1
Aprile;BASILICATA;Campeggi e areeattrezzate per camper eroulotte; -   
Maggio;BASILICATA;Campeggi e areeattrezzate per camper eroulotte; -   
Giugno;BASILICATA;Campeggi e areeattrezzate per camper eroulotte; -   
Luglio;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;3
Agosto;BASILICATA;Campeggi e areeattrezzate per camper eroulotte; -   
Settembre;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;1
Ottobre;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;5
Novembre;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;3
Dicembre;BASILICATA;Campeggi e areeattrezzate per camper eroulotte;1
Gennaio;CALABRIA;Campeggi e areeattrezzate per camper eroulotte; -   
Febbraio;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;5
Marzo;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;3
Aprile;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;1
Maggio;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;2
Giugno;CALABRIA;Campeggi e areeattrezzate per camper eroulotte; -   
Luglio;CALABRIA;Campeggi e areeattrezzate per camper eroulotte; -   
Agosto;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;6
Settembre;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;4
Ottobre;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;10
Novembre;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;2
Dicembre;CALABRIA;Campeggi e areeattrezzate per camper eroulotte;2
Gennaio;SICILIA;Campeggi e areeattrezzate per camper eroulotte;1
Febbraio;SICILIA;Campeggi e areeattrezzate per camper eroulotte;5
Marzo;SICILIA;Campeggi e areeattrezzate per camper eroulotte;17
Aprile;SICILIA;Campeggi e areeattrezzate per camper eroulotte;5
Maggio;SICILIA;Campeggi e areeattrezzate per camper eroulotte;27
Giugno;SICILIA;Campeggi e areeattrezzate per camper eroulotte;8
Luglio;SICILIA;Campeggi e areeattrezzate per camper eroulotte;47
Agosto;SICILIA;Campeggi e areeattrezzate per camper eroulotte;86
Settembre;SICILIA;Campeggi e areeattrezzate per camper eroulotte;44
Ottobre;SICILIA;Campeggi e areeattrezzate per camper eroulotte;22
Novembre;SICILIA;Campeggi e areeattrezzate per camper eroulotte;68
Dicembre;SICILIA;Campeggi e areeattrezzate per camper eroulotte;21
Gennaio;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;2
Febbraio;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte; -   
Marzo;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;7
Aprile;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte; -   
Maggio;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte; -   
Giugno;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;1
Luglio;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;10
Agosto;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;3
Settembre;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;2
Ottobre;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte;8
Novembre;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte; -   
Dicembre;SARDEGNA;Campeggi e areeattrezzate per camper eroulotte; -   
Gennaio;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Febbraio;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Marzo;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Aprile;BOLZANO;Campeggi e areeattrezzate per camper eroulotte;2
Maggio;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Giugno;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Luglio;BOLZANO;Campeggi e areeattrezzate per camper eroulotte;1
Agosto;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Settembre;BOLZANO;Campeggi e areeattrezzate per camper eroulotte;4
Ottobre;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Novembre;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Dicembre;BOLZANO;Campeggi e areeattrezzate per camper eroulotte; -   
Gennaio;TRENTO;Campeggi e areeattrezzate per camper eroulotte;3
Febbraio;TRENTO;Campeggi e areeattrezzate per camper eroulotte;9
Marzo;TRENTO;Campeggi e areeattrezzate per camper eroulotte;13
Aprile;TRENTO;Campeggi e areeattrezzate per camper eroulotte;20
Maggio;TRENTO;Campeggi e areeattrezzate per camper eroulotte;4
Giugno;TRENTO;Campeggi e areeattrezzate per camper eroulotte;18
Luglio;TRENTO;Campeggi e areeattrezzate per camper eroulotte;8
Agosto;TRENTO;Campeggi e areeattrezzate per camper eroulotte;5
Settembre;TRENTO;Campeggi e areeattrezzate per camper eroulotte;21
Ottobre;TRENTO;Campeggi e areeattrezzate per camper eroulotte;26
Novembre;TRENTO;Campeggi e areeattrezzate per camper eroulotte;8
Dicembre;TRENTO;Campeggi e areeattrezzate per camper eroulotte;11
Gennaio;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;191
Febbraio;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;278
Marzo;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;236
Aprile;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;306
Maggio;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;286
Giugno;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;260
Luglio;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;191
Agosto;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;289
Settembre;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;336
Ottobre;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;359
Novembre;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;393
Dicembre;PIEMONTE;Alloggi in affitto gestiti informa imprenditoriale;431
Gennaio;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;4
Febbraio;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;8
Marzo;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;19
Aprile;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;39
Maggio;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;29
Giugno;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;27
Luglio;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;19
Agosto;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;1
Settembre;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;20
Ottobre;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;42
Novembre;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;22
Dicembre;VALLE D'AOSTA;Alloggi in affitto gestiti informa imprenditoriale;13
Gennaio;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;465
Febbraio;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;524
Marzo;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;477
Aprile;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;500
Maggio;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;587
Giugno;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;638
Luglio;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;543
Agosto;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;343
Settembre;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;701
Ottobre;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;841
Novembre;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;765
Dicembre;LOMBARDIA;Alloggi in affitto gestiti informa imprenditoriale;964
Gennaio;VENETO;Alloggi in affitto gestiti informa imprenditoriale;293
Febbraio;VENETO;Alloggi in affitto gestiti informa imprenditoriale;419
Marzo;VENETO;Alloggi in affitto gestiti informa imprenditoriale;415
Aprile;VENETO;Alloggi in affitto gestiti informa imprenditoriale;487
Maggio;VENETO;Alloggi in affitto gestiti informa imprenditoriale;433
Giugno;VENETO;Alloggi in affitto gestiti informa imprenditoriale;473
Luglio;VENETO;Alloggi in affitto gestiti informa imprenditoriale;422
Agosto;VENETO;Alloggi in affitto gestiti informa imprenditoriale;142
Settembre;VENETO;Alloggi in affitto gestiti informa imprenditoriale;567
Ottobre;VENETO;Alloggi in affitto gestiti informa imprenditoriale;565
Novembre;VENETO;Alloggi in affitto gestiti informa imprenditoriale;556
Dicembre;VENETO;Alloggi in affitto gestiti informa imprenditoriale;591
Gennaio;FRIULI VENEZIA GIULIA;Alloggi in affitto gestiti informa imprenditoriale;109
Febbraio;FRIULI VENEZIA GIULIA;Alloggi in affitto gestiti informa imprenditoriale;154
Marzo;FRIULI VENEZIA GIULIA;Alloggi in affitto gestiti informa imprenditoriale;102
Aprile;FRIULI VENEZIA GIULIA;Alloggi in affitto gestiti informa imprenditoriale;181
Maggio;FRIULI VENEZIA GIULIA;Alloggi in affitto gestiti informa imprenditoriale;218
Giugno;FRIULI VENEZIA GIULIA;Alloggi in affitto gestiti informa imprenditoriale;156
